ub,risk,ls,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51
6.78391959798995,6.52,22.560000000000002,0.0,0.0,1.8,0.0,0.71,0.31000000000000005,0.0,0.0,1.75,1.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8,0.74,0.71,1.36,0.1499999999999999,1.71,1.75,1.95,2.65,1.94,0.0,0.0,0.0,0.0,1.28
7.236180904522613,6.52,22.560000000000002,0.31000000000000005,0.0,1.8,0.0,0.71,0.0,0.0,0.0,1.75,1.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8,0.74,0.71,1.36,0.1499999999999999,1.71,1.75,1.95,2.65,1.94,0.0,0.0,0.0,0.0,1.28
7.688442211055277,7.64,22.520000000000003,0.0,0.0,1.8,0.0,0.0,1.02,0.0,0.0,1.75,1.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8,0.74,0.71,1.36,0.1499999999999999,1.71,1.75,1.95,2.65,1.94,0.0,0.0,0.0,0.0,1.28
8.140703517587939,8.12,22.43,0.0,0.0,1.8,0.74,0.27999999999999997,0.0,0.0,0.0,1.75,1.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8,0.74,0.71,1.36,0.1499999999999999,1.71,1.75,1.95,2.65,0.0,0.0,0.0,0.0,1.81,1.28
8.592964824120603,8.52,21.590000000000003,0.0,0.0,1.8,0.74,0.27999999999999997,0.0,0.0,0.0,1.75,1.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.97,1.8,0.74,0.71,1.36,0.1499999999999999,1.71,1.75,1.95,2.65,0.0,0.0,0.0,0.0,0.0,1.28
9.045226130653266,8.52,21.590000000000003,0.0,0.0,1.8,0.74,0.0,0.28,0.0,0.0,1.75,1.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.97,1.8,0.74,0.71,1.36,0.1499999999999999,1.71,1.75,1.95,2.65,0.0,0.0,0.0,0.0,0.0,1.28
9.49748743718593,9.4,21.069999999999993,0.0,0.0,1.8,0.74,0.27999999999999997,0.0,0.0,0.0,1.75,1.95,0.44999999999999973,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8,0.74,0.71,1.36,0.1499999999999999,1.71,1.75,1.95,2.65,0.0,0.0,0.0,0.0,0.0,1.28
9.949748743718592,9.94,20.560000000000002,0.0,0.0,1.8,0.0,0.0,0.0,0.0,0.0,1.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.97,1.8,0.74,0.71,1.36,0.1499999999999999,1.71,1.75,1.95,2.65,1.94,0.0,0.0,0.0,0.0,1.28
10.402010050251256,10.4,20.36,0.0,0.0,1.8,0.0,0.0,1.02,0.0,0.0,1.75,1.95,0.44999999999999973,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8,0.74,0.71,1.36,0.1499999999999999,1.71,1.75,1.95,0.0,1.94,0.0,0.0,0.0,0.0,1.28
10.85427135678392,10.79,19.590000000000003,0.0,0.0,1.8,0.0,0.0,0.0,0.0,0.0,1.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8,0.74,0.71,1.36,0.1499999999999999,1.71,1.75,1.95,2.65,1.94,0.0,0.0,0.0,0.0,1.28
11.306532663316583,10.91,19.489999999999995,0.0,0.0,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.6799999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.97,1.8,0.74,0.71,1.36,0.1499999999999999,1.71,1.75,1.95,2.65,1.94,0.0,0.0,0.0,0.0,1.28
11.758793969849247,11.67,18.980000000000004,0.0,0.0,1.8,0.0,0.0,0.0,0.0,0.0,0.16999999999999993,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.97,1.8,0.74,0.71,1.36,0.1499999999999999,1.71,1.75,1.95,2.65,1.94,0.0,0.0,0.0,0.0,1.28
12.21105527638191,12.06,18.519999999999996,0.6500000000000001,0.0,1.8,0.0,0.0,0.0,0.0,0.0,0.030000000000000027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8,0.74,0.71,1.36,0.1499999999999999,1.71,1.75,1.95,2.65,1.94,0.0,0.0,0.0,0.0,1.28
12.663316582914574,12.56,18.519999999999996,0.0,0.0,1.8,0.0,0.0,0.0,0.0,0.0,0.6799999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8,0.74,0.71,1.36,0.1499999999999999,1.71,1.75,1.95,2.65,1.94,0.0,0.0,0.0,0.0,1.28
13.115577889447236,13.06,17.97,0.0,0.0,1.8,0.0,0.0,0.0,0.0,0.0,0.1299999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8,0.74,0.71,1.36,0.1499999999999999,1.71,1.75,1.95,2.65,1.94,0.0,0.0,0.0,0.0,1.28
13.5678391959799,13.17,17.840000000000003,0.0,0.0,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8,0.74,0.71,1.36,0.1499999999999999,1.71,1.75,1.95,2.65,1.94,0.0,0.0,0.0,0.0,1.28
14.020100502512562,13.91,17.549999999999997,0.0,0.0,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.6799999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.97,1.8,0.74,0.71,1.36,0.1499999999999999,1.71,1.75,1.95,2.65,0.0,0.0,0.0,0.0,0.0,1.28
14.472361809045227,13.91,17.549999999999997,0.0,0.0,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.6799999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.97,1.8,0.74,0.71,1.36,0.1499999999999999,1.71,1.75,1.95,2.65,0.0,0.0,0.0,0.0,0.0,1.28
14.924623115577889,14.91,16.58,0.0,0.0,1.8,0.0,0.0,0.0,0.0,0.0,0.6799999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8,0.74,0.71,1.36,0.1499999999999999,1.71,1.75,1.95,2.65,0.0,0.0,0.0,0.0,0.0,1.28
15.376884422110553,15.21,16.58,0.0,0.0,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.6799999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8,0.74,0.71,1.36,0.1499999999999999,1.71,1.75,1.95,2.65,0.0,0.0,0.0,0.0,0.0,1.28
15.829145728643216,15.79,16.03,0.0,0.0,1.8,0.0,0.0,0.0,0.0,0.0,0.1299999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8,0.74,0.71,1.36,0.1499999999999999,1.71,1.75,1.95,2.65,0.0,0.0,0.0,0.0,0.0,1.28
16.281407035175878,16.21,15.870000000000005,0.0,0.0,1.8,0.0,0.0,0.0,0.0,0.6799999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8,0.74,0.71,1.36,0.1499999999999999,1.71,1.75,1.95,0.0,1.94,0.0,0.0,0.0,0.0,1.28
16.733668341708544,16.67,15.36,0.0,0.0,1.8,0.17000000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8,0.74,0.71,1.36,0.1499999999999999,1.71,1.75,1.95,0.0,1.94,0.0,0.0,0.0,0.0,1.28
17.185929648241206,17.17,15.189999999999998,0.0,0.0,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8,0.74,0.71,1.36,0.1499999999999999,1.71,1.75,1.95,0.0,1.94,0.0,0.0,0.0,0.0,1.28
17.63819095477387,17.29,15.189999999999998,0.0,0.0,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8,0.74,0.71,1.36,0.1499999999999999,1.71,1.75,1.95,0.0,1.94,0.0,0.0,0.0,0.0,1.28
18.09045226130653,17.91,14.900000000000006,0.0,0.0,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.6799999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.97,1.8,0.74,0.71,1.36,0.1499999999999999,1.71,1.75,1.95,0.0,0.0,0.0,0.0,0.0,0.0,1.28
18.542713567839197,17.91,14.900000000000006,0.0,0.0,1.8,0.0,0.6799999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.97,1.8,0.74,0.71,1.36,0.1499999999999999,1.71,1.75,1.95,0.0,0.0,0.0,0.0,0.0,0.0,1.28
18.99497487437186,18.91,13.930000000000007,0.0,0.0,1.8,0.6799999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8,0.74,0.71,1.36,0.1499999999999999,1.71,1.75,1.95,0.0,0.0,0.0,0.0,0.0,0.0,1.28
19.44723618090452,19.41,13.930000000000007,0.0,0.0,1.8,0.48,0.0,0.0,0.0,0.0,0.0,0.19999999999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8,0.74,0.71,1.36,0.1499999999999999,1.71,1.75,1.95,0.0,0.0,0.0,0.0,0.0,0.0,1.28
19.899497487437184,19.79,13.379999999999995,0.0,0.0,1.8,0.0,0.0,0.0,0.0,0.1299999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8,0.74,0.71,1.36,0.1499999999999999,1.71,1.75,1.95,0.0,0.0,0.0,0.0,0.0,0.0,1.28
20.35175879396985,20.32,13.25,0.0,0.0,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8,0.74,0.71,1.36,0.1499999999999999,1.71,1.75,1.95,0.0,0.0,0.0,0.0,0.0,0.0,1.28
20.804020100502512,20.32,13.25,0.0,0.0,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8,0.74,0.71,1.36,0.1499999999999999,1.71,1.75,1.95,0.0,0.0,0.0,0.0,0.0,0.0,1.28
21.256281407035175,20.41,13.25,0.0,0.0,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8,0.74,0.71,1.36,0.1499999999999999,1.71,1.75,1.95,0.0,0.0,0.0,0.0,0.0,0.0,1.28
21.70854271356784,21.67,13.0,0.0,0.0,1.8,0.0,0.0,0.17000000000000015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.08,0.0,0.30000000000000004,0.74,0.71,1.36,0.1499999999999999,1.71,1.75,1.95,0.0,0.0,0.0,0.0,0.0,0.0,1.28
22.160804020100503,22.06,12.650000000000006,0.0,0.0,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.6799999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8,0.74,0.71,1.36,0.1499999999999999,1.71,1.75,1.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22.613065326633166,22.47,12.450000000000003,0.0,0.0,0.030000000000000027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.97,1.8,0.74,0.71,1.36,0.1499999999999999,1.71,1.75,1.95,0.0,0.0,0.0,0.0,0.0,0.0,1.28
23.065326633165828,22.79,12.099999999999994,0.0,0.0,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.1299999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8,0.74,0.71,1.36,0.1499999999999999,1.71,1.75,1.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23.517587939698494,23.47,11.480000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.030000000000000027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8,0.74,0.71,1.36,0.1499999999999999,1.71,1.75,1.95,0.0,0.0,0.0,0.0,0.0,0.0,1.28
23.969849246231156,23.47,11.480000000000004,0.0,0.0,0.010000000000000009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.020000000000000018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8,0.74,0.71,1.36,0.1499999999999999,1.71,1.75,1.95,0.0,0.0,0.0,0.0,0.0,0.0,1.28
24.42211055276382,24.17,11.450000000000003,0.0,0.0,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.74,0.71,1.36,0.1499999999999999,1.71,1.75,1.95,0.0,0.0,0.0,0.0,0.0,0.0,1.28
24.87437185929648,24.17,11.450000000000003,0.0,0.0,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.74,0.71,1.36,0.1499999999999999,1.71,1.75,1.95,0.0,0.0,0.0,0.0,0.0,0.0,1.28
25.326633165829147,25.32,11.400000000000006,0.0,0.0,0.3700000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3800000000000001,0.74,0.71,1.36,0.1499999999999999,1.71,1.75,1.95,0.0,0.0,0.0,0.0,0.0,0.0,1.28
25.77889447236181,25.62,11.060000000000002,0.0,0.0,0.010000000000000009,0.0,0.0,0.020000000000000018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3800000000000001,0.74,0.71,1.36,0.1499999999999999,1.71,1.75,1.95,0.0,0.0,0.0,0.0,0.0,0.0,1.28
26.231155778894472,26.19,10.849999999999994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1299999999999999,0.3500000000000001,0.19999999999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8,0.74,0.71,1.36,0.1499999999999999,1.71,1.75,1.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0
